,Company,Correlation
1423,"['LLY', 'GE']",-0.1
1424,"['LLY', 'GOOG']",0.15
1425,"['LLY', 'HD']",0.15
1426,"['LLY', 'HON']",0.15
1427,"['LLY', 'JD']",0.1
1428,"['LLY', 'JNJ']",0.45
1429,"['LLY', 'JPM']",0.15
1430,"['LLY', 'KO']",0.1
1431,"['LOW', 'AAPL']",0.15
1432,"['LOW', 'ABBV']",0.1
1433,"['LOW', 'ABT']",0.1
1434,"['LOW', 'ACN']",0.15
1435,"['LOW', 'ADBE']",0.1
1436,"['LOW', 'ADP']",0.15
1437,"['LOW', 'AEP']",0.15
1438,"['LOW', 'AMT']",0.15
1439,"['LOW', 'AMZN']",0.3
1440,"['LOW', 'APD']",0.15
1441,"['LOW', 'ASML']",0.15
1442,"['LOW', 'AVGO']",0.15
1443,"['LOW', 'AWK']",0.15
1444,"['LOW', 'BA']",0.1
1445,"['LOW', 'BABA']",-0.15
1446,"['LOW', 'BAC']",0.15
1447,"['LOW', 'BBL']",0.1
1448,"['LOW', 'BHP']",0.1
1449,"['LOW', 'BP']",0.1
1450,"['LOW', 'BRK-A']",0.15
1451,"['LOW', 'C-PJ']",0.1
1452,"['LOW', 'CAT']",0.15
1453,"['LOW', 'CCI']",0.15
1454,"['LOW', 'CHTR']",0.1
1455,"['LOW', 'CMCSA']",0.15
1456,"['LOW', 'COP']",0.1
1457,"['LOW', 'COST']",0.4
1458,"['LOW', 'CSCO']",0.15
1459,"['LOW', 'CTA-PB']",-0.15
1460,"['LOW', 'CVX']",0.1
1461,"['LOW', 'D']",0.15
1462,"['LOW', 'DE']",0.15
1463,"['LOW', 'DEO']",-0.15
1464,"['LOW', 'DHR']",0.15
1465,"['LOW', 'DIS']",0.15
1466,"['LOW', 'DLR']",0.15
1467,"['LOW', 'DUK']",0.1
1468,"['LOW', 'ECL']",0.15
1469,"['LOW', 'EL']",0.15
1470,"['LOW', 'ENB']",0.1
1471,"['LOW', 'EQIX']",0.1
1472,"['LOW', 'EQNR']",-0.15
1473,"['LOW', 'EXC']",0.15
1474,"['LOW', 'FB']",0.15
1475,"['LOW', 'FCX']",0.1
1476,"['LOW', 'GE']",0.1
1477,"['LOW', 'GOOG']",0.15
1478,"['LOW', 'HD']",0.85
1479,"['LOW', 'HON']",0.45
1480,"['LOW', 'JD']",0.1
1481,"['LOW', 'JNJ']",0.1
1482,"['LOW', 'JPM']",0.1
1483,"['LOW', 'KO']",0.1
1484,"['LOW', 'LLY']",0.15
1485,"['MA', 'AAPL']",0.3
1486,"['MA', 'ABBV']",0.1
1487,"['MA', 'ABT']",0.15
1488,"['MA', 'ACN']",0.3
1489,"['MA', 'ADBE']",0.3
1490,"['MA', 'ADP']",0.15
1491,"['MA', 'AEP']",0.1
1492,"['MA', 'AMT']",0.1
1493,"['MA', 'AMZN']",0.3
1494,"['MA', 'APD']",0.1
1495,"['MA', 'ASML']",0.15
1496,"['MA', 'AVGO']",0.15
1497,"['MA', 'AWK']",0.1
1498,"['MA', 'BA']",0.1
1499,"['MA', 'BABA']",0.1
1500,"['MA', 'BAC']",0.4
1501,"['MA', 'BBL']",0.1
1502,"['MA', 'BHP']",0.1
1503,"['MA', 'BP']",-0.15
1504,"['MA', 'BRK-A']",0.3
1505,"['MA', 'C-PJ']",0.1
1506,"['MA', 'CAT']",0.1
1507,"['MA', 'CCI']",0.1
1508,"['MA', 'CHTR']",0.15
1509,"['MA', 'CMCSA']",0.15
1510,"['MA', 'COP']",-0.15
1511,"['MA', 'COST']",0.3
1512,"['MA', 'CSCO']",0.15
1513,"['MA', 'CTA-PB']",0.15
1514,"['MA', 'CVX']",-0.15
1515,"['MA', 'D']",0.15
1516,"['MA', 'DE']",0.1
1517,"['MA', 'DEO']",0.1
1518,"['MA', 'DHR']",0.15
1519,"['MA', 'DIS']",0.1
1520,"['MA', 'DLR']",0.1
1521,"['MA', 'DUK']",0.1
1522,"['MA', 'ECL']",0.15
1523,"['MA', 'EL']",0.15
1524,"['MA', 'ENB']",-0.15
1525,"['MA', 'EQIX']",0.15
1526,"['MA', 'EQNR']",-0.15
1527,"['MA', 'EXC']",0.1
1528,"['MA', 'FB']",0.15
1529,"['MA', 'FCX']",0.1
1530,"['MA', 'GE']",-0.15
1531,"['MA', 'GOOG']",0.3
1532,"['MA', 'HD']",0.3
1533,"['MA', 'HON']",0.15
1534,"['MA', 'JD']",0.1
1535,"['MA', 'JNJ']",0.1
1536,"['MA', 'JPM']",0.45
1537,"['MA', 'KO']",0.1
1538,"['MA', 'LLY']",0.1
1539,"['MA', 'LOW']",0.15
1540,"['MCD', 'AAPL']",0.15
1541,"['MCD', 'ABBV']",0.1
1542,"['MCD', 'ABT']",0.15
1543,"['MCD', 'ACN']",0.15
1544,"['MCD', 'ADBE']",0.1
1545,"['MCD', 'ADP']",0.15
1546,"['MCD', 'AEP']",0.1
1547,"['MCD', 'AMT']",0.1
1548,"['MCD', 'AMZN']",0.15
1549,"['MCD', 'APD']",0.15
1550,"['MCD', 'ASML']",0.1
1551,"['MCD', 'AVGO']",0.1
1552,"['MCD', 'AWK']",0.1
1553,"['MCD', 'BA']",0.1
1554,"['MCD', 'BABA']",-0.15
1555,"['MCD', 'BAC']",0.1
1556,"['MCD', 'BBL']",0.1
1557,"['MCD', 'BHP']",0.1
1558,"['MCD', 'BP']",0.1
1559,"['MCD', 'BRK-A']",0.15
1560,"['MCD', 'C-PJ']",0.1
1561,"['MCD', 'CAT']",0.1
1562,"['MCD', 'CCI']",0.1
1563,"['MCD', 'CHTR']",0.1
1564,"['MCD', 'CMCSA']",0.15
1565,"['MCD', 'COP']",0.1
1566,"['MCD', 'COST']",0.3
1567,"['MCD', 'CSCO']",0.1
1568,"['MCD', 'CTA-PB']",0.1
1569,"['MCD', 'CVX']",0.1
1570,"['MCD', 'D']",0.15
1571,"['MCD', 'DE']",0.1
1572,"['MCD', 'DEO']",0.15
1573,"['MCD', 'DHR']",0.1
1574,"['MCD', 'DIS']",0.15
1575,"['MCD', 'DLR']",0.1
1576,"['MCD', 'DUK']",0.1
1577,"['MCD', 'ECL']",0.1
1578,"['MCD', 'EL']",0.15
1579,"['MCD', 'ENB']",0.1
1580,"['MCD', 'EQIX']",0.1
1581,"['MCD', 'EQNR']",-0.15
1582,"['MCD', 'EXC']",0.1
1583,"['MCD', 'FB']",0.15
1584,"['MCD', 'FCX']",-0.15
1585,"['MCD', 'GE']",0.1
1586,"['MCD', 'GOOG']",0.15
1587,"['MCD', 'HD']",0.3
1588,"['MCD', 'HON']",0.15
1589,"['MCD', 'JD']",0.1
1590,"['MCD', 'JNJ']",0.1
1591,"['MCD', 'JPM']",0.15
1592,"['MCD', 'KO']",0.65
1593,"['MCD', 'LLY']",0.15
1594,"['MCD', 'LOW']",0.3
1595,"['MCD', 'MA']",0.3
1596,"['MMM', 'AAPL']",0.15
1597,"['MMM', 'ABBV']",0.1
1598,"['MMM', 'ABT']",0.15
1599,"['MMM', 'ACN']",0.15
1600,"['MMM', 'ADBE']",0.15
1601,"['MMM', 'ADP']",0.15
1602,"['MMM', 'AEP']",0.15
1603,"['MMM', 'AMT']",0.1
1604,"['MMM', 'AMZN']",0.1
1605,"['MMM', 'APD']",0.15
1606,"['MMM', 'ASML']",0.15
1607,"['MMM', 'AVGO']",0.15
1608,"['MMM', 'AWK']",0.1
1609,"['MMM', 'BA']",0.15
1610,"['MMM', 'BABA']",-0.3
1611,"['MMM', 'BAC']",0.1
1612,"['MMM', 'BBL']",0.1
1613,"['MMM', 'BHP']",0.1
1614,"['MMM', 'BP']",0.1
1615,"['MMM', 'BRK-A']",0.15
1616,"['MMM', 'C-PJ']",-0.15
1617,"['MMM', 'CAT']",0.4
1618,"['MMM', 'CCI']",0.1
1619,"['MMM', 'CHTR']",-0.15
1620,"['MMM', 'CMCSA']",0.1
1621,"['MMM', 'COP']",0.1
1622,"['MMM', 'COST']",0.15
1623,"['MMM', 'CSCO']",0.15
1624,"['MMM', 'CTA-PB']",-0.15
1625,"['MMM', 'CVX']",0.1
1626,"['MMM', 'D']",0.15
1627,"['MMM', 'DE']",0.15
1628,"['MMM', 'DEO']",0.1
1629,"['MMM', 'DHR']",0.3
1630,"['MMM', 'DIS']",-0.15
1631,"['MMM', 'DLR']",0.1
1632,"['MMM', 'DUK']",0.1
1633,"['MMM', 'ECL']",0.3
1634,"['MMM', 'EL']",0.1
1635,"['MMM', 'ENB']",-0.15
1636,"['MMM', 'EQIX']",0.1
1637,"['MMM', 'EQNR']",-0.15
1638,"['MMM', 'EXC']",0.1
1639,"['MMM', 'FB']",0.1
1640,"['MMM', 'FCX']",0.1
1641,"['MMM', 'GE']",0.1
1642,"['MMM', 'GOOG']",0.1
1643,"['MMM', 'HD']",0.3
1644,"['MMM', 'HON']",0.65
1645,"['MMM', 'JD']",-0.15
1646,"['MMM', 'JNJ']",0.3
1647,"['MMM', 'JPM']",0.15
1648,"['MMM', 'KO']",0.15
1649,"['MMM', 'LLY']",0.15
1650,"['MMM', 'LOW']",0.3
1651,"['MMM', 'MA']",0.15
1652,"['MMM', 'MCD']",0.15
1653,"['MS', 'AAPL']",0.15
1654,"['MS', 'ABBV']",0.1
1655,"['MS', 'ABT']",0.1
1656,"['MS', 'ACN']",0.15
1657,"['MS', 'ADBE']",0.15
1658,"['MS', 'ADP']",0.15
1659,"['MS', 'AEP']",0.15
1660,"['MS', 'AMT']",0.1
1661,"['MS', 'AMZN']",0.15
1662,"['MS', 'APD']",0.1
1663,"['MS', 'ASML']",0.15
1664,"['MS', 'AVGO']",0.15
1665,"['MS', 'AWK']",0.1
1666,"['MS', 'BA']",0.15
1667,"['MS', 'BABA']",-0.3
1668,"['MS', 'BAC']",0.45
1669,"['MS', 'BBL']",-0.15
1670,"['MS', 'BHP']",0.1
1671,"['MS', 'BP']",0.1
1672,"['MS', 'BRK-A']",0.15
1673,"['MS', 'C-PJ']",-0.15
1674,"['MS', 'CAT']",0.15
1675,"['MS', 'CCI']",0.1
1676,"['MS', 'CHTR']",0.1
1677,"['MS', 'CMCSA']",0.1
1678,"['MS', 'COP']",0.1
1679,"['MS', 'COST']",0.15
1680,"['MS', 'CSCO']",0.15
1681,"['MS', 'CTA-PB']",-0.15
1682,"['MS', 'CVX']",0.15
1683,"['MS', 'D']",0.15
1684,"['MS', 'DE']",0.1
1685,"['MS', 'DEO']",0.1
1686,"['MS', 'DHR']",0.15
1687,"['MS', 'DIS']",0.15
1688,"['MS', 'DLR']",0.1
1689,"['MS', 'DUK']",0.15
1690,"['MS', 'ECL']",0.1
1691,"['MS', 'EL']",0.1
1692,"['MS', 'ENB']",0.1
1693,"['MS', 'EQIX']",0.15
1694,"['MS', 'EQNR']",0.1
1695,"['MS', 'EXC']",0.1
1696,"['MS', 'FB']",0.15
1697,"['MS', 'FCX']",0.1
1698,"['MS', 'GE']",0.1
1699,"['MS', 'GOOG']",0.15
1700,"['MS', 'HD']",0.15
1701,"['MS', 'HON']",0.15
1702,"['MS', 'JD']",-0.15
1703,"['MS', 'JNJ']",0.15
1704,"['MS', 'JPM']",0.85
1705,"['MS', 'KO']",0.1
1706,"['MS', 'LLY']",0.15
1707,"['MS', 'LOW']",0.15
1708,"['MS', 'MA']",0.15
1709,"['MS', 'MCD']",0.15
1710,"['MS', 'MMM']",0.15
1711,"['MSFT', 'AAPL']",0.85
1712,"['MSFT', 'ABBV']",0.1
1713,"['MSFT', 'ABT']",0.15
1714,"['MSFT', 'ACN']",0.45
1715,"['MSFT', 'ADBE']",0.65
1716,"['MSFT', 'ADP']",0.15
1717,"['MSFT', 'AEP']",0.15
1718,"['MSFT', 'AMT']",0.15
1719,"['MSFT', 'AMZN']",0.45
1720,"['MSFT', 'APD']",0.15
1721,"['MSFT', 'ASML']",0.3
1722,"['MSFT', 'AVGO']",0.3
1723,"['MSFT', 'AWK']",0.1
1724,"['MSFT', 'BA']",0.1
1725,"['MSFT', 'BABA']",0.1
1726,"['MSFT', 'BAC']",0.15
1727,"['MSFT', 'BBL']",-0.15
1728,"['MSFT', 'BHP']",0.1
1729,"['MSFT', 'BP']",-0.15
1730,"['MSFT', 'BRK-A']",0.15
1731,"['MSFT', 'C-PJ']",0.1
1732,"['MSFT', 'CAT']",0.15
1733,"['MSFT', 'CCI']",0.1
1734,"['MSFT', 'CHTR']",0.15
1735,"['MSFT', 'CMCSA']",0.3
1736,"['MSFT', 'COP']",-0.15
1737,"['MSFT', 'COST']",0.3
1738,"['MSFT', 'CSCO']",0.45
1739,"['MSFT', 'CTA-PB']",0.1
1740,"['MSFT', 'CVX']",0.1
1741,"['MSFT', 'D']",0.15
1742,"['MSFT', 'DE']",0.15
1743,"['MSFT', 'DEO']",0.1
1744,"['MSFT', 'DHR']",0.15
1745,"['MSFT', 'DIS']",0.15
1746,"['MSFT', 'DLR']",0.15
1747,"['MSFT', 'DUK']",-0.15
1748,"['MSFT', 'ECL']",0.1
1749,"['MSFT', 'EL']",0.1
1750,"['MSFT', 'ENB']",0.1
1751,"['MSFT', 'EQIX']",0.3
1752,"['MSFT', 'EQNR']",-0.15
1753,"['MSFT', 'EXC']",0.1
1754,"['MSFT', 'FB']",0.45
1755,"['MSFT', 'FCX']",0.15
1756,"['MSFT', 'GE']",0.1
1757,"['MSFT', 'GOOG']",0.55
1758,"['MSFT', 'HD']",0.3
1759,"['MSFT', 'HON']",0.15
1760,"['MSFT', 'JD']",0.1
1761,"['MSFT', 'JNJ']",0.15
1762,"['MSFT', 'JPM']",0.15
1763,"['MSFT', 'KO']",0.1
1764,"['MSFT', 'LLY']",0.15
1765,"['MSFT', 'LOW']",0.15
1766,"['MSFT', 'MA']",0.3
1767,"['MSFT', 'MCD']",0.15
1768,"['MSFT', 'MMM']",0.1
1769,"['MSFT', 'MS']",0.85
1770,"['NEE', 'AAPL']",0.15
1771,"['NEE', 'ABBV']",0.1
1772,"['NEE', 'ABT']",0.1
1773,"['NEE', 'ACN']",0.15
1774,"['NEE', 'ADBE']",0.15
1775,"['NEE', 'ADP']",0.1
1776,"['NEE', 'AEP']",0.45
1777,"['NEE', 'AMT']",0.15
1778,"['NEE', 'AMZN']",0.15
1779,"['NEE', 'APD']",0.15
1780,"['NEE', 'ASML']",0.15
1781,"['NEE', 'AVGO']",0.1
1782,"['NEE', 'AWK']",0.15
1783,"['NEE', 'BA']",-0.15
1784,"['NEE', 'BABA']",-0.15
1785,"['NEE', 'BAC']",0.1
1786,"['NEE', 'BBL']",0.1
1787,"['NEE', 'BHP']",0.1
1788,"['NEE', 'BP']",0.1
1789,"['NEE', 'BRK-A']",0.1
1790,"['NEE', 'C-PJ']",0.1
1791,"['NEE', 'CAT']",0.1
1792,"['NEE', 'CCI']",0.15
1793,"['NEE', 'CHTR']",0.1
1794,"['NEE', 'CMCSA']",0.1
1795,"['NEE', 'COP']",0.1
1796,"['NEE', 'COST']",0.15
1797,"['NEE', 'CSCO']",0.15
1798,"['NEE', 'CTA-PB']",0.15
1799,"['NEE', 'CVX']",0.1
1800,"['NEE', 'D']",0.15
1801,"['NEE', 'DE']",0.1
1802,"['NEE', 'DEO']",0.1
1803,"['NEE', 'DHR']",0.15
1804,"['NEE', 'DIS']",0.1
1805,"['NEE', 'DLR']",0.15
1806,"['NEE', 'DUK']",0.65
1807,"['NEE', 'ECL']",0.15
1808,"['NEE', 'EL']",0.15
1809,"['NEE', 'ENB']",0.15
1810,"['NEE', 'EQIX']",0.15
1811,"['NEE', 'EQNR']",0.1
1812,"['NEE', 'EXC']",0.65
1813,"['NEE', 'FB']",0.1
1814,"['NEE', 'FCX']",0.1
1815,"['NEE', 'GE']",0.1
1816,"['NEE', 'GOOG']",0.15
1817,"['NEE', 'HD']",0.15
1818,"['NEE', 'HON']",0.15
1819,"['NEE', 'JD']",-0.15
1820,"['NEE', 'JNJ']",0.1
1821,"['NEE', 'JPM']",0.1
1822,"['NEE', 'KO']",0.1
1823,"['NEE', 'LLY']",0.1
1824,"['NEE', 'LOW']",0.15
1825,"['NEE', 'MA']",0.1
1826,"['NEE', 'MCD']",0.1
1827,"['NEE', 'MMM']",0.15
1828,"['NEE', 'MS']",0.15
1829,"['NEE', 'MSFT']",0.15
1830,"['NEM', 'AAPL']",0.1
1831,"['NEM', 'ABBV']",0.1
1832,"['NEM', 'ABT']",0.1
1833,"['NEM', 'ACN']",0.1
1834,"['NEM', 'ADBE']",-0.15
1835,"['NEM', 'ADP']",-0.15
1836,"['NEM', 'AEP']",0.1
1837,"['NEM', 'AMT']",-0.15
1838,"['NEM', 'AMZN']",-0.15
1839,"['NEM', 'APD']",0.15
1840,"['NEM', 'ASML']",0.1
1841,"['NEM', 'AVGO']",0.1
1842,"['NEM', 'AWK']",-0.15
1843,"['NEM', 'BA']",-0.15
1844,"['NEM', 'BABA']",-0.3
1845,"['NEM', 'BAC']",0.1
1846,"['NEM', 'BBL']",0.15
1847,"['NEM', 'BHP']",0.45
1848,"['NEM', 'BP']",0.1
1849,"['NEM', 'BRK-A']",0.1
1850,"['NEM', 'C-PJ']",-0.15
1851,"['NEM', 'CAT']",0.1
1852,"['NEM', 'CCI']",0.1
1853,"['NEM', 'CHTR']",-0.15
1854,"['NEM', 'CMCSA']",0.1
1855,"['NEM', 'COP']",0.1
1856,"['NEM', 'COST']",0.1
1857,"['NEM', 'CSCO']",0.1
1858,"['NEM', 'CTA-PB']",-0.15
1859,"['NEM', 'CVX']",0.1
1860,"['NEM', 'D']",0.1
1861,"['NEM', 'DE']",0.1
1862,"['NEM', 'DEO']",-0.15
1863,"['NEM', 'DHR']",0.1
1864,"['NEM', 'DIS']",-0.15
1865,"['NEM', 'DLR']",0.1
1866,"['NEM', 'DUK']",-0.15
1867,"['NEM', 'ECL']",-0.15
1868,"['NEM', 'EL']",0.1
1869,"['NEM', 'ENB']",-0.15
1870,"['NEM', 'EQIX']",-0.15
1871,"['NEM', 'EQNR']",0.1
1872,"['NEM', 'EXC']",0.1
1873,"['NEM', 'FB']",0.1
1874,"['NEM', 'FCX']",0.3
1875,"['NEM', 'GE']",0.1
1876,"['NEM', 'GOOG']",0.15
1877,"['NEM', 'HD']",0.15
1878,"['NEM', 'HON']",0.15
1879,"['NEM', 'JD']",0.1
1880,"['NEM', 'JNJ']",0.1
1881,"['NEM', 'JPM']",0.1
1882,"['NEM', 'KO']",-0.15
1883,"['NEM', 'LLY']",0.1
1884,"['NEM', 'LOW']",0.15
1885,"['NEM', 'MA']",0.1
1886,"['NEM', 'MCD']",0.1
1887,"['NEM', 'MMM']",0.1
1888,"['NEM', 'MS']",0.1
1889,"['NEM', 'MSFT']",0.1
1890,"['NEM', 'NEE']",0.1
1891,"['NFLX', 'AAPL']",0.3
1892,"['NFLX', 'ABBV']",-0.15
1893,"['NFLX', 'ABT']",-0.15
1894,"['NFLX', 'ACN']",0.15
1895,"['NFLX', 'ADBE']",0.3
1896,"['NFLX', 'ADP']",0.1
1897,"['NFLX', 'AEP']",-0.15
1898,"['NFLX', 'AMT']",0.1
1899,"['NFLX', 'AMZN']",0.3
1900,"['NFLX', 'APD']",-0.15
1901,"['NFLX', 'ASML']",0.15
1902,"['NFLX', 'AVGO']",0.15
1903,"['NFLX', 'AWK']",-0.15
1904,"['NFLX', 'BA']",-0.3
1905,"['NFLX', 'BABA']",0.15
1906,"['NFLX', 'BAC']",-0.15
1907,"['NFLX', 'BBL']",-0.15
1908,"['NFLX', 'BHP']",-0.15
1909,"['NFLX', 'BP']",-0.3
1910,"['NFLX', 'BRK-A']",0.1
1911,"['NFLX', 'C-PJ']",-0.15
1912,"['NFLX', 'CAT']",-0.15
1913,"['NFLX', 'CCI']",-0.15
1914,"['NFLX', 'CHTR']",0.15
1915,"['NFLX', 'CMCSA']",0.45
1916,"['NFLX', 'COP']",-0.15
1917,"['NFLX', 'COST']",0.1
1918,"['NFLX', 'CSCO']",0.15
1919,"['NFLX', 'CTA-PB']",-0.15
1920,"['NFLX', 'CVX']",-0.15
1921,"['NFLX', 'D']",-0.15
1922,"['NFLX', 'DE']",-0.15
1923,"['NFLX', 'DEO']",-0.15
1924,"['NFLX', 'DHR']",0.1
1925,"['NFLX', 'DIS']",0.15
1926,"['NFLX', 'DLR']",0.1
1927,"['NFLX', 'DUK']",-0.15
1928,"['NFLX', 'ECL']",0.1
1929,"['NFLX', 'EL']",0.1
1930,"['NFLX', 'ENB']",-0.15
1931,"['NFLX', 'EQIX']",0.1
1932,"['NFLX', 'EQNR']",-0.15
1933,"['NFLX', 'EXC']",-0.15
1934,"['NFLX', 'FB']",0.3
1935,"['NFLX', 'FCX']",-0.15
1936,"['NFLX', 'GE']",-0.3
1937,"['NFLX', 'GOOG']",0.3
1938,"['NFLX', 'HD']",0.15
1939,"['NFLX', 'HON']",0.1
1940,"['NFLX', 'JD']",0.1
1941,"['NFLX', 'JNJ']",-0.15
1942,"['NFLX', 'JPM']",-0.15
1943,"['NFLX', 'KO']",-0.15
1944,"['NFLX', 'LLY']",0.1
1945,"['NFLX', 'LOW']",0.1
1946,"['NFLX', 'MA']",0.1
1947,"['NFLX', 'MCD']",0.1
1948,"['NFLX', 'MMM']",-0.3
1949,"['NFLX', 'MS']",0.1
1950,"['NFLX', 'MSFT']",0.3
1951,"['NFLX', 'NEE']",-0.15
1952,"['NFLX', 'NEM']",-0.15
1953,"['NGG', 'AAPL']",-0.15
1954,"['NGG', 'ABBV']",0.1
1955,"['NGG', 'ABT']",0.1
1956,"['NGG', 'ACN']",0.15
1957,"['NGG', 'ADBE']",-0.15
1958,"['NGG', 'ADP']",0.1
1959,"['NGG', 'AEP']",0.15
1960,"['NGG', 'AMT']",0.1
1961,"['NGG', 'AMZN']",-0.15
1962,"['NGG', 'APD']",0.1
1963,"['NGG', 'ASML']",-0.15
1964,"['NGG', 'AVGO']",0.1
1965,"['NGG', 'AWK']",0.15
1966,"['NGG', 'BA']",0.1
1967,"['NGG', 'BABA']",-0.15
1968,"['NGG', 'BAC']",-0.15
1969,"['NGG', 'BBL']",0.1
1970,"['NGG', 'BHP']",0.1
1971,"['NGG', 'BP']",0.3
1972,"['NGG', 'BRK-A']",0.1
1973,"['NGG', 'C-PJ']",-0.15
1974,"['NGG', 'CAT']",0.1
1975,"['NGG', 'CCI']",0.1
1976,"['NGG', 'CHTR']",0.1
1977,"['NGG', 'CMCSA']",0.1
1978,"['NGG', 'COP']",0.15
1979,"['NGG', 'COST']",0.15
1980,"['NGG', 'CSCO']",0.1
1981,"['NGG', 'CTA-PB']",-0.15
1982,"['NGG', 'CVX']",0.1
1983,"['NGG', 'D']",0.15
1984,"['NGG', 'DE']",0.1
1985,"['NGG', 'DEO']",0.3
1986,"['NGG', 'DHR']",0.1
1987,"['NGG', 'DIS']",0.1
1988,"['NGG', 'DLR']",0.1
1989,"['NGG', 'DUK']",0.15
1990,"['NGG', 'ECL']",0.1
1991,"['NGG', 'EL']",0.1
1992,"['NGG', 'ENB']",0.15
1993,"['NGG', 'EQIX']",0.1
1994,"['NGG', 'EQNR']",0.15
1995,"['NGG', 'EXC']",0.1
1996,"['NGG', 'FB']",0.1
1997,"['NGG', 'FCX']",-0.15
1998,"['NGG', 'GE']",0.1
1999,"['NGG', 'GOOG']",-0.15
2000,"['NGG', 'HD']",0.15
2001,"['NGG', 'HON']",0.1
2002,"['NGG', 'JD']",-0.15
2003,"['NGG', 'JNJ']",0.1
2004,"['NGG', 'JPM']",-0.15
2005,"['NGG', 'KO']",0.15
2006,"['NGG', 'LLY']",0.1
2007,"['NGG', 'LOW']",0.15
2008,"['NGG', 'MA']",0.1
2009,"['NGG', 'MCD']",0.1
2010,"['NGG', 'MMM']",0.1
2011,"['NGG', 'MS']",0.1
2012,"['NGG', 'MSFT']",0.1
2013,"['NGG', 'NEE']",0.15
2014,"['NGG', 'NEM']",-0.15
2015,"['NGG', 'NFLX']",-0.15
2016,"['NKE', 'AAPL']",0.3
2017,"['NKE', 'ABBV']",0.1
2018,"['NKE', 'ABT']",0.1
2019,"['NKE', 'ACN']",0.15
2020,"['NKE', 'ADBE']",0.15
2021,"['NKE', 'ADP']",0.15
2022,"['NKE', 'AEP']",0.1
2023,"['NKE', 'AMT']",0.15
2024,"['NKE', 'AMZN']",0.3
2025,"['NKE', 'APD']",0.1
2026,"['NKE', 'ASML']",0.15
2027,"['NKE', 'AVGO']",0.15
2028,"['NKE', 'AWK']",0.1
2029,"['NKE', 'BA']",0.1
2030,"['NKE', 'BABA']",0.1
2031,"['NKE', 'BAC']",0.15
2032,"['NKE', 'BBL']",0.1
2033,"['NKE', 'BHP']",0.1
2034,"['NKE', 'BP']",-0.15
2035,"['NKE', 'BRK-A']",0.1
2036,"['NKE', 'C-PJ']",-0.15
2037,"['NKE', 'CAT']",0.15
2038,"['NKE', 'CCI']",0.1
2039,"['NKE', 'CHTR']",0.1
2040,"['NKE', 'CMCSA']",0.15
2041,"['NKE', 'COP']",-0.15
2042,"['NKE', 'COST']",0.15
2043,"['NKE', 'CSCO']",0.15
2044,"['NKE', 'CTA-PB']",-0.15
2045,"['NKE', 'CVX']",0.1
2046,"['NKE', 'D']",0.15
2047,"['NKE', 'DE']",0.15
2048,"['NKE', 'DEO']",0.1
2049,"['NKE', 'DHR']",0.15
2050,"['NKE', 'DIS']",0.15
2051,"['NKE', 'DLR']",0.1
2052,"['NKE', 'DUK']",0.1
2053,"['NKE', 'ECL']",0.1
2054,"['NKE', 'EL']",0.3
2055,"['NKE', 'ENB']",-0.15
2056,"['NKE', 'EQIX']",0.1
2057,"['NKE', 'EQNR']",-0.15
2058,"['NKE', 'EXC']",-0.15
2059,"['NKE', 'FB']",0.15
2060,"['NKE', 'FCX']",0.1
2061,"['NKE', 'GE']",0.1
2062,"['NKE', 'GOOG']",0.15
2063,"['NKE', 'HD']",0.3
2064,"['NKE', 'HON']",0.15
2065,"['NKE', 'JD']",0.15
2066,"['NKE', 'JNJ']",0.1
2067,"['NKE', 'JPM']",0.1
2068,"['NKE', 'KO']",0.15
2069,"['NKE', 'LLY']",0.15
2070,"['NKE', 'LOW']",0.15
2071,"['NKE', 'MA']",0.15
2072,"['NKE', 'MCD']",0.15
2073,"['NKE', 'MMM']",0.1
2074,"['NKE', 'MS']",0.15
2075,"['NKE', 'MSFT']",0.3
2076,"['NKE', 'NEE']",0.1
2077,"['NKE', 'NEM']",-0.15
2078,"['NKE', 'NFLX']",0.15
2079,"['NKE', 'NGG']",-0.15
2080,"['NVDA', 'AAPL']",0.65
2081,"['NVDA', 'ABBV']",0.1
2082,"['NVDA', 'ABT']",0.15
2083,"['NVDA', 'ACN']",0.3
2084,"['NVDA', 'ADBE']",0.3
2085,"['NVDA', 'ADP']",0.15
2086,"['NVDA', 'AEP']",0.15
2087,"['NVDA', 'AMT']",0.15
2088,"['NVDA', 'AMZN']",0.3
2089,"['NVDA', 'APD']",0.15
2090,"['NVDA', 'ASML']",0.65
2091,"['NVDA', 'AVGO']",0.65
2092,"['NVDA', 'AWK']",-0.15
2093,"['NVDA', 'BA']",0.1
2094,"['NVDA', 'BABA']",0.15
2095,"['NVDA', 'BAC']",0.15
2096,"['NVDA', 'BBL']",-0.15
2097,"['NVDA', 'BHP']",0.1
2098,"['NVDA', 'BP']",-0.3
2099,"['NVDA', 'BRK-A']",0.15
2100,"['NVDA', 'C-PJ']",0.1
2101,"['NVDA', 'CAT']",0.15
2102,"['NVDA', 'CCI']",0.1
2103,"['NVDA', 'CHTR']",0.15
2104,"['NVDA', 'CMCSA']",0.15
2105,"['NVDA', 'COP']",-0.15
2106,"['NVDA', 'COST']",0.15
2107,"['NVDA', 'CSCO']",0.4
2108,"['NVDA', 'CTA-PB']",-0.15
2109,"['NVDA', 'CVX']",0.1
2110,"['NVDA', 'D']",0.1
2111,"['NVDA', 'DE']",0.1
